qc_id,medidor,ilicito,mt,anom_slect,anom_clect,comentario,fecha,hora,lat y,lon x,icon_url
"0",006mu0,NO,NO,NA,C5-SinSello,,2021/11/01,12:45:24,25.68274,-100.34319,./0.png
"1",008dpx,NO,NO,NA,NA,,2021/11/01,2:45:50,25.67659,-100.33786,./0.png
"2",0130ry,NO,NO,NA,M-Obsoleto,,2021/11/01,12:51:26,25.68167,-100.34332,./0.png
"3",0168vc,NO,NO,NA,NA,,2021/11/01,1:42:25,25.6782,-100.3387,./0.png
"4",029bly,NO,NO,NA,NA,,2021/11/01,2:26:02,25.67626,-100.338,./0.png
"5",02y73v,NO,NO,NA,NA,,2021/11/01,12:52:47,25.68283,-100.34303,./0.png
"6",033he6,NO,NO,NA,NA,,2021/11/01,2:11:47,25.67721,-100.33873,./0.png
"7",040dpx,NO,NO,NA,NA,,2021/11/01,1:08:32,25.68235,-100.3433,./0.png
"8",063b8v,NO,NO,NA,C5-SinSello,,2021/11/01,12:29:00,25.68411,-100.34299,./0.png
"9",06e3n3,NO,SI,NA,NA,,2021/11/01,12:56:20,25.68213,-100.34284,./0.png
"10",06x6a3,NO,NO,NA,C5-SinSello,,2021/11/01,12:36:59,25.68315,-100.34309,./0.png
"11",070hau,NO,NO,NA,NA,ok,2021/11/01,1:46:45,25.68279,-100.3455,./0.png
"12",073b4v,NO,NO,NA,NA,ok,2021/11/01,12:42:20,25.68296,-100.34407,./0.png
"13",09w37j,NO,NO,NA,NA,,2021/11/01,1:25:59,25.67713,-100.33978,./0.png
"14",0c158c,NO,NO,NA,NA,,2021/11/01,12:42:27,25.68342,-100.34161,./0.png
"15",0d004b,NO,NO,NA,C5-SinSello,,2021/11/01,1:00:07,25.68193,-100.34259,./0.png
"16",0r519j,NO,NO,NA,NA,ok,2021/11/01,12:53:15,25.68151,-100.34363,./0.png
"17",0t187l,NO,NO,NA,NA,,2021/11/01,1:28:29,25.67774,-100.33941,./0.png
"18",0w82u4,NO,NO,NA,C5-SinSello,,2021/11/01,12:52:41,25.68151,-100.34363,./0.png
"19",0yw934,NO,NO,NA,NA,,2021/11/01,1:43:15,25.67807,-100.33834,./0.png
"20",102mu5,NO,NO,NA,NA,,2021/11/01,2:46:35,25.67742,-100.33783,./0.png
"21",109n7j,NO,NO,NA,NA,,2021/11/01,12:43:46,25.68344,-100.34144,./0.png
"22","116803",NO,NO,NA,C8-BaseA,,2021/11/01,2:39:45,25.67703,-100.33819,./0.png
"23",117n8j,NO,NO,NA,NA,,2021/11/01,1:16:20,25.67754,-100.34099,./0.png
"24",11ef44,NO,NO,NA,C5-SinSello,,2021/11/01,1:06:52,25.68224,-100.34408,./0.png
"25",120n5j,NO,NO,NA,NA,,2021/11/01,1:16:10,25.67754,-100.34099,./0.png
"26",120vg9,NO,NO,NA,NA,ok,2021/11/01,12:53:50,25.68269,-100.3437,./0.png
"27",124n0j,NO,NO,NA,NA,,2021/11/01,1:16:54,25.6777,-100.34084,./0.png
"28",12d0r1,NO,NO,NA,C5-SinSello,,2021/11/01,1:08:15,25.68223,-100.34428,./0.png
"29",12p2c7,NO,NO,NA,NA,,2021/11/01,1:32:24,25.67735,-100.33936,./0.png
"30",134n3j,NO,NO,NA,NA,,2021/11/01,1:16:35,25.67754,-100.34099,./0.png
"31",139bly,NO,NO,NA,NA,ok,2021/11/01,12:56:08,25.68163,-100.34421,./0.png
"32",139dpx,NO,NO,NA,NA,,2021/11/01,1:09:29,25.68222,-100.34333,./0.png
"33",13h75u,NO,NO,NA,NA,,2021/11/01,1:16:58,25.68235,-100.34451,./0.png
"34",145wu0,NO,NO,NA,NA,,2021/11/01,2:24:01,25.67637,-100.33833,./0.png
"35",14c2w4,NO,NO,NA,NA,,2021/11/01,2:24:37,25.67637,-100.33833,./0.png
"36",14nl24,NO,NO,NA,NA,,2021/11/01,2:43:24,25.67678,-100.33771,./0.png
"37",157jcr,NO,NO,NA,NA,,2021/11/01,2:51:24,25.67704,-100.33737,./0.png
"38",159g1f,NO,NO,NA,C5-SinSello,,2021/11/01,12:36:49,25.68315,-100.34309,./0.png
"39",162af3,NO,NO,NA,NA,ok,2021/11/01,1:52:44,25.68198,-100.34592,./0.png
"40",167tru,NO,NO,NA,C5-SinSello,,2021/11/01,1:01:50,25.68196,-100.343,./0.png
"41",168gm3,NO,NO,NA,NA,,2021/11/01,2:52:26,25.67686,-100.33665,./0.png
"42",173x8b,NO,NO,NA,NA,,2021/11/01,1:19:43,25.67756,-100.34078,./0.png
"43",174x5b,NO,NO,NA,NA,,2021/11/01,1:19:54,25.67731,-100.34041,./0.png
"44",175x5b,NO,NO,NA,NA,,2021/11/01,1:20:26,25.67731,-100.34041,./0.png
"45",17h01r,NO,SI,NA,NA,ok,2021/11/01,12:53:39,25.68154,-100.34379,./0.png
"46",182x4b,NO,NO,NA,NA,,2021/11/01,1:20:05,25.67731,-100.34041,./0.png
"47",188x0b,NO,NO,NA,NA,,2021/11/01,1:20:16,25.67731,-100.34041,./0.png
"48",1b457x,NO,NO,NA,NA,,2021/11/01,2:19:08,25.67675,-100.33844,./0.png
"49",1e45p1,NO,NO,NA,NA,,2021/11/01,1:36:32,25.6777,-100.33871,./0.png
"50",1j383x,NO,NO,NA,NA,,2021/11/01,2:18:02,25.67675,-100.33844,./0.png
"51",1jf003,NO,NO,NA,M-Obsoleto,,2021/11/01,1:49:53,25.68269,-100.34591,./0.png
"52",1nd090,NO,NO,NA,NA,,2021/11/01,1:19:52,25.67743,-100.34051,./0.png
"53",1nd776,NO,NO,NA,NA,,2021/11/01,2:43:03,25.67713,-100.33774,./0.png
"54",1t810d,NO,NO,NA,C5-SinSello,,2021/11/01,12:30:10,25.68375,-100.34212,./0.png
"55",1w24u5,NO,NO,NA,NA,,2021/11/01,1:32:01,25.67711,-100.33908,./0.png
"56",1w413e,NO,NO,NA,NA,,2021/11/01,1:53:04,25.68207,-100.34573,./0.png
"57",203gp9,NO,NO,NA,NA,ok,2021/11/01,12:40:33,25.68335,-100.34144,./0.png
"58",206fka,NO,NO,NA,NA,,2021/11/01,2:44:40,25.67737,-100.33763,./0.png
"59",219ve3,NO,NO,NA,NA,,2021/11/01,2:28:19,25.67694,-100.33829,./0.png
"60",21w32a,NO,NO,NA,NA,,2021/11/01,1:54:59,25.68175,-100.34601,./0.png
"61",224ve5,NO,NO,NA,NA,,2021/11/01,2:28:07,25.67694,-100.33829,./0.png
"62",226gp9,NO,NO,NA,C5-SinSello,,2021/11/01,12:38:41,25.68342,-100.34174,./0.png
"63",231ad1,NO,SI,NA,NA,,2021/11/01,12:08:44,25.67663,-100.34157,./0.png
"64",237w8y,NO,NO,NA,NA,,2021/11/01,1:22:24,25.67736,-100.34032,./0.png
"65",23e70c,NO,NO,NA,NA,,2021/11/01,1:35:52,25.67763,-100.33889,./0.png
"66",23ph61,NO,NO,NA,NA,,2021/11/01,12:44:49,25.68334,-100.34127,./0.png
"67",257gyw,NO,NO,NA,NA,ok,2021/11/01,1:52:28,25.68198,-100.34592,./0.png
"68",25m4v5,NO,NO,NA,NA,,2021/11/01,2:39:30,25.67713,-100.33803,./0.png
"69",26d2d3,NO,NO,NA,NA,ok,2021/11/01,1:07:47,25.68223,-100.34428,./0.png
"70",27m6k8,NO,NO,NA,NA,,2021/11/01,12:31:19,25.68412,-100.34258,./0.png
"71",29d6c8,NO,NO,NA,NA,ok,2021/11/01,1:08:02,25.68223,-100.34428,./0.png
"72",29h74e,NO,NO,NA,NA,,2021/11/01,2:43:19,25.67713,-100.33774,./0.png
"73",2a0p14,NO,SI,NA,NA,iglesia,2021/11/01,1:01:01,25.68152,-100.34323,./0.png
"74",2a0y84,NO,NO,NA,NA,,2021/11/01,2:29:47,25.67727,-100.33821,./0.png
"75",2a5x30,NO,NO,NA,NA,ok,2021/11/01,12:41:40,25.68296,-100.34407,./0.png
"76",2a5x30,NO,NO,NA,NA,ok,2021/11/01,12:49:13,25.68301,-100.34339,./0.png
"77",2c51c9,NO,NO,NA,NA,,2021/11/01,1:41:43,25.67794,-100.33858,./0.png
"78",2f55l9,NO,NO,NA,NA,,2021/11/01,2:30:02,25.67774,-100.33819,./0.png
"79",2f7b58,NO,NO,NA,NA,,2021/11/01,1:37:19,25.6777,-100.33871,./0.png
"80",2n2v37,NO,NO,NA,NA,,2021/11/01,2:23:48,25.67614,-100.33797,./0.png
"81",2t191r,NO,NO,NA,NA,,2021/11/01,1:15:24,25.67766,-100.34083,./0.png
"82",2u941v,NO,NO,NA,NA,,2021/11/01,12:50:24,25.68323,-100.34194,./0.png
"83",2w2v71,NO,NO,NA,NA,,2021/11/01,2:23:00,25.67613,-100.33833,./0.png
"84",2w48u6,NO,NO,NA,NA,,2021/11/01,2:20:41,25.67634,-100.33856,./0.png
"85",2w5a40,NO,NO,NA,NA,ok,2021/11/01,1:10:03,25.68232,-100.34487,./0.png
"86",2x2t36,NO,NO,NA,NA,,2021/11/01,1:19:25,25.67743,-100.34051,./0.png
"87",2x3t58,NO,NO,NA,C5-SinSello,,2021/11/01,12:36:53,25.68345,-100.34191,./0.png
"88",2x4e66,NO,NO,NA,NA,,2021/11/01,12:58:33,25.68207,-100.34253,./0.png
"89",30e12k,NO,NO,NA,NA,,2021/11/01,1:20:29,25.67743,-100.34051,./0.png
"90",30f05e,NO,NO,NA,C5-SinSello,,2021/11/01,12:39:58,25.68335,-100.34144,./0.png
"91",30h26u,NO,NO,NA,NA,ok,2021/11/01,1:46:17,25.68278,-100.34588,./0.png
"92",31h88u,NO,SI,NA,NA,,2021/11/01,12:48:37,25.68336,-100.34203,./0.png
"93",32rd94,NO,NO,NA,NA,,2021/11/01,2:50:56,25.67695,-100.33673,./0.png
"94",341w8y,NO,NO,NA,NA,,2021/11/01,1:19:30,25.67756,-100.34078,./0.png
"95",35h35x,NO,SI,NA,NA,,2021/11/01,2:06:44,25.67673,-100.33901,./0.png
"96",3610ry,NO,NO,NA,M-Obsoleto,,2021/11/01,12:36:16,25.68367,-100.34242,./0.png
"97",36m6j9,NO,NO,NA,C5-SinSello,,2021/11/01,12:30:34,25.68396,-100.34295,./0.png
"98",37d4n4,NO,NO,NA,NA,ok,2021/11/01,1:06:17,25.68229,-100.34383,./0.png
"99",37v88y,NO,NO,NA,NA,,2021/11/01,1:29:55,25.67716,-100.33924,./0.png
"100",382ve2,NO,NO,NA,C5-SinSello,,2021/11/01,12:38:18,25.68342,-100.34174,./0.png
"101",385gm9,NO,NO,NA,NA,,2021/11/01,12:31:46,25.68412,-100.34258,./0.png
"102",385l7b,NO,NO,NA,NA,ok,2021/11/01,1:46:26,25.68278,-100.34589,./0.png
"103",387gm5,NO,NO,NA,NA,,2021/11/01,2:52:39,25.67686,-100.33665,./0.png
"104",38d2r9,NO,NO,NA,NA,,2021/11/01,2:46:56,25.67742,-100.33783,./0.png
"105",38e6l0,NO,SI,NA,NA,,2021/11/01,1:54:09,25.68205,-100.34586,./0.png
"106",38xn95,NO,NO,NA,NA,,2021/11/01,1:52:52,25.68219,-100.34561,./0.png
"107",39e8l2,NO,SI,NA,NA,ok,2021/11/01,1:43:29,25.6833,-100.34572,./0.png
"108",3e9w38,NO,NO,NA,NA,,2021/11/01,2:31:23,25.67771,-100.33806,./0.png
"109",3en803,NO,NO,NA,NA,,2021/11/01,1:21:10,25.67731,-100.34041,./0.png
"110",3f27l2,NO,NO,NA,NA,,2021/11/01,2:17:13,25.67689,-100.33853,./0.png
"111",3g1y13,NO,NO,NA,NA,,2021/11/01,2:37:17,25.67769,-100.33828,./0.png
"112",3n207b,NO,NO,NA,NA,,2021/11/01,2:45:24,25.67659,-100.33786,./0.png
"113",3n6j75,NO,NO,NA,NA,,2021/11/01,1:32:06,25.67735,-100.33936,./0.png
"114",3nb284,NO,NO,NA,NA,,2021/11/01,12:42:49,25.68342,-100.34161,./0.png
"115",3r609u,NO,NO,NA,NA,,2021/11/01,1:33:11,25.6771,-100.33912,./0.png
"116",3r656u,NO,NO,NA,NA,,2021/11/01,1:41:15,25.67802,-100.33878,./0.png
"117",3r698u,NO,NO,NA,NA,,2021/11/01,1:40:46,25.67802,-100.33878,./0.png
"118",3tj070,NO,NO,NA,NA,,2021/11/01,2:04:31,25.67674,-100.33864,./0.png
"119",3v79w8,NO,NO,NA,NA,,2021/11/01,1:36:44,25.67763,-100.33889,./0.png
"120",419ftc,NO,NO,NA,NA,,2021/11/01,12:33:02,25.68415,-100.34227,./0.png
"121",41bk81,NO,NO,NA,NA,,2021/11/01,2:39:20,25.67703,-100.33819,./0.png
"122",41y65x,NO,NO,NA,NA,,2021/11/01,1:27:26,25.67744,-100.33937,./0.png
"123",425kd8,NO,SI,NA,NA,,2021/11/01,1:12:40,25.68239,-100.34423,./0.png
"124",42w64c,NO,NO,NA,NA,ok,2021/11/01,1:52:04,25.68211,-100.34582,./0.png
"125",431tjk,NO,NO,NA,NA,,2021/11/01,1:30:40,25.67721,-100.33908,./0.png
"126",432mu0,NO,NO,NA,C5-SinSello,,2021/11/01,12:35:55,25.6834,-100.34306,./0.png
"127",434tn6,NO,NO,NA,NA,,2021/11/01,2:29:51,25.67757,-100.33832,./0.png
"128",444w8y,NO,NO,NA,NA,,2021/11/01,12:44:03,25.68344,-100.34144,./0.png
"129",449gm6,NO,NO,NA,NA,,2021/11/01,1:20:45,25.67724,-100.34037,./0.png
"130",44d4k6,NO,NO,NA,NA,,2021/11/01,2:42:10,25.67717,-100.33779,./0.png
"131",44y87v,NO,NO,NA,NA,,2021/11/01,2:15:03,25.67699,-100.33834,./0.png
"132",44y87v,NO,NO,NA,NA,,2021/11/01,2:15:59,25.67699,-100.33834,./0.png
"133",450gm7,NO,NO,NA,NA,,2021/11/01,1:09:04,25.68222,-100.34333,./0.png
"134",45w36e,NO,NO,NA,C9-CUbOpacoConLec,,2021/11/01,12:28:25,25.68441,-100.34288,./0.png
"135",461jy7,NO,NO,NA,NA,ok,2021/11/01,12:37:10,25.68315,-100.34309,./0.png
"136",462xaj,NO,NO,NA,NA,,2021/11/01,1:33:28,25.67726,-100.33918,./0.png
"137",463jy6,NO,NO,NA,C5-SinSello,,2021/11/01,12:50:32,25.68194,-100.34325,./0.png
"138",480frj,NO,NO,NA,NA,ok,2021/11/01,1:59:09,25.68226,-100.34515,./0.png
"139",484ae1,NO,NO,NA,C5-SinSello,,2021/11/01,1:45:56,25.68278,-100.34588,./0.png
"140",487fkb,NO,NO,NA,NA,,2021/11/01,12:33:30,25.67673,-100.34103,./0.png
"141",48rp93,NO,SI,NA,NA,,2021/11/01,2:48:46,25.67688,-100.33711,./0.png
"142",497rtk,NO,SI,NA,NA,,2021/11/01,2:01:59,25.68178,-100.34565,./0.png
"143",49e86r,NO,NO,NA,NA,,2021/11/01,1:39:24,25.67809,-100.3387,./0.png
"144",4a3t59,NO,NO,NA,NA,,2021/11/01,12:33:07,25.6768,-100.34113,./0.png
"145",4e64e3,NO,NO,NA,NA,,2021/11/01,1:32:54,25.67735,-100.33936,./0.png
"146",4f22n6,NO,NO,NA,NA,,2021/11/01,1:08:00,25.68235,-100.3433,./0.png
"147",4l18g4,NO,NO,NA,NA,,2021/11/01,1:48:09,25.68287,-100.346,./0.png
"148",4ml889,NO,NO,NA,NA,,2021/11/01,2:26:14,25.6769,-100.33835,./0.png
"149",4p1g53,NO,NO,NA,NA,,2021/11/01,12:07:56,25.67672,-100.34161,./0.png
"150",4t089v,NO,NO,NA,NA,,2021/11/01,2:39:56,25.67713,-100.33803,./0.png
"151",4t494j,NO,NO,NA,NA,,2021/11/01,2:50:15,25.67695,-100.33673,./0.png
"152",4tj094,NO,NO,NA,NA,,2021/11/01,2:45:08,25.67737,-100.33763,./0.png
"153",4tj095,NO,NO,NA,NA,,2021/11/01,2:45:39,25.67758,-100.33772,./0.png
"154",4u750w,NO,NO,NA,NA,,2021/11/01,12:40:59,25.68328,-100.34187,./0.png
"155",502bly,NO,NO,NA,NA,ok,2021/11/01,1:45:58,25.68278,-100.34589,./0.png
"156",505t7e,NO,NO,NA,C5-SinSello,,2021/11/01,2:02:51,25.68179,-100.34523,./0.png
"157",506hd0,NO,NO,NA,NA,,2021/11/01,2:24:45,25.67614,-100.33797,./0.png
"158",512ftc,NO,NO,NA,NA,,2021/11/01,12:33:21,25.68415,-100.34227,./0.png
"159",515tjl,NO,NO,NA,NA,ok,2021/11/01,1:51:28,25.68211,-100.34582,./0.png
"160",519am7,NO,NO,NA,NA,,2021/11/01,1:41:23,25.67794,-100.33858,./0.png
"161",53m6j8,NO,NO,NA,NA,,2021/11/01,2:14:41,25.67704,-100.33835,./0.png
"162",53m6j8,NO,NO,NA,NA,,2021/11/01,2:14:42,25.67704,-100.33835,./0.png
"163",549x3m,NO,NO,NA,NA,,2021/11/01,1:12:49,25.67707,-100.34067,./0.png
"164",550gd9,NO,NO,NA,NA,,2021/11/01,2:42:25,25.67705,-100.33783,./0.png
"165",551x3m,NO,NO,NA,NA,,2021/11/01,1:13:20,25.67704,-100.34075,./0.png
"166",554jdw,NO,NO,NA,NA,ok,2021/11/01,12:36:27,25.68367,-100.34242,./0.png
"167",555ac0,NO,SI,NA,NA,,2021/11/01,1:12:28,25.68244,-100.34405,./0.png
"168",576lfu,NO,SI,NA,NA,,2021/11/01,1:08:58,25.68227,-100.34445,./0.png
"169",580t4m,NO,NO,NA,NA,ok,2021/11/01,12:36:36,25.68315,-100.34309,./0.png
"170",584g0f,NO,NO,NA,NA,,2021/11/01,2:48:17,25.67688,-100.33711,./0.png
"171",5863ry,NO,NO,NA,NA,,2021/11/01,12:33:41,25.68415,-100.34227,./0.png
"172",592rf3,NO,NO,NA,NA,,2021/11/01,1:35:07,25.67703,-100.33878,./0.png
"173",59e5k8,NO,SI,NA,NA,,2021/11/01,2:49:35,25.67693,-100.33741,./0.png
"174",5ex314,NO,NO,NA,NA,,2021/11/01,2:37:04,25.67782,-100.33814,./0.png
"175",5f76w9,NO,NO,NA,NA,,2021/11/01,2:28:53,25.67731,-100.33822,./0.png
"176",5g4y56,NO,NO,NA,NA,,2021/11/01,1:37:17,25.67763,-100.33889,./0.png
"177",5nf113,NO,NO,NA,NA,,2021/11/01,1:38:21,25.67782,-100.33872,./0.png
"178",5t804a,NO,NO,NA,NA,,2021/11/01,1:40:34,25.67802,-100.33878,./0.png
"179",5t983a,NO,NO,NA,NA,,2021/11/01,2:14:49,25.67699,-100.33834,./0.png
"180",5t985a,NO,NO,NA,NA,,2021/11/01,2:45:14,25.67659,-100.33786,./0.png
"181",602fjx,NO,NO,NA,NA,,2021/11/01,2:23:00,25.67617,-100.33814,./0.png
"182",602jy8,NO,NO,NA,NA,,2021/11/01,2:30:08,25.67757,-100.33832,./0.png
"183",603tfp,NO,NO,NA,NA,,2021/11/01,2:49:41,25.67705,-100.33693,./0.png
"184",606pfr,NO,NO,NA,NA,,2021/11/01,12:41:25,25.68328,-100.34187,./0.png
"185",60nf12,NO,NO,NA,C5-SinSello,,2021/11/01,12:30:24,25.68375,-100.34212,./0.png
"186",60pv42,NO,NO,NA,NA,,2021/11/01,1:30:08,25.67799,-100.33927,./0.png
"187",612w7x,NO,NO,NA,NA,ok,2021/11/01,1:49:02,25.6824,-100.34546,./0.png
"188",61p6f7,NO,NO,NA,NA,,2021/11/01,12:40:18,25.68418,-100.3424,./0.png
"189",61re70,NO,NO,NA,NA,ok,2021/11/01,1:51:24,25.68187,-100.34594,./0.png
"190",61re77,NO,NO,NA,C5-SinSello,,2021/11/01,12:48:33,25.68218,-100.34325,./0.png
"191",62nf53,NO,NO,NA,NA,,2021/11/01,1:11:32,25.68244,-100.34405,./0.png
"192",633tfp,NO,NO,NA,NA,ok,2021/11/01,1:46:30,25.68278,-100.34588,./0.png
"193",63b2y3,NO,NO,NA,NA,,2021/11/01,2:51:45,25.67695,-100.33673,./0.png
"194",63ef69,NO,NO,NA,C5-SinSello,,2021/11/01,1:07:03,25.68224,-100.34408,./0.png
"195",648dyr,NO,NO,NA,NA,,2021/11/01,12:33:18,25.6768,-100.34113,./0.png
"196",64rn41,NO,NO,NA,C5-SinSello,,2021/11/01,12:32:54,25.68422,-100.34293,./0.png
"197",64x34p,NO,NO,NA,NA,,2021/11/01,2:18:17,25.67675,-100.33844,./0.png
"198",662ve5,NO,NO,NA,NA,,2021/11/01,2:28:45,25.67727,-100.33821,./0.png
"199",66d6c5,NO,NO,NA,NA,,2021/11/01,2:22:31,25.67613,-100.33833,./0.png
"200",671ve8,NO,NO,NA,NA,,2021/11/01,2:36:50,25.67769,-100.33828,./0.png
